Unnamed: 0,filename,address,Tỉnh/Thành phố,Quận/Huyện,Phường/Xã,Tên đường,Số nhà,Ghi chú
443,p27-l17_20250404-160139,"CMT8 , Phường 15, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,15,,8,"CMT , Phường , , Tp Hồ Chí Minh"
444,p27-l1_20250404-160139,"Cầu Nguyễn Văn Cừ, Phường 1, Quận 4, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 4,1,,1,"Cầu Nguyễn Văn Cừ, Phường , , Tp Hồ Chí Minh"
445,p27-l2_20250404-160139,"Đường Hồng Bàng, Phường 12, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,12,Hồng Bàng,12,"Đường , Phường , , Tp Hồ Chí Minh"
446,p27-l4_20250404-160139,"Đường Hòa Bình, Phường 3, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,3,Hòa Bình,3,"Đường , Phường , , Tp Hồ Chí Minh"
447,p28-l13_20250404-160139,"324, Đường Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,14,Lý Thường Kiệt,324,"Đường , Phường , , Tp Hồ Chí Minh"
448,p28-l18_20250404-160139,"Đường Đặng Dung, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Tân Định,Đặng Dung,1,"Đường , Phường , , Tp Hồ Chí Minh"
449,p29-l5_20250404-160805,"Đường Bắc Hải, Phường 14, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,14,Bắc Hải,14,"Đường , Phường , , Tp Hồ Chí Minh"
450,p3-l13_20250404-155959,"Hẻm 1506 Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,hát,Huỳnh Tấn Phát,1506,"Hẻm  Đường Huỳnh Tấn P, Phường Phú Mỹ, , Tp Hồ Chí Minh"
451,p3-l2_20250404-155959,"Đường Hai Bà Trưng, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Tân Định,Hai Bà Trưng,1,"Đường , Phường , , Tp Hồ Chí Minh"
452,p3-l3_20250404-155959,"Đường Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,14,Tô Hiến Thành,14,"Đường , Phường , , Tp Hồ Chí Minh"
453,p30-l10_20250404-160805,"Đường Thành Thái, Phường 12, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,12,Thành Thái,12,"Đường , Phường , , Tp Hồ Chí Minh"
454,p30-l14_20250404-160805,"Đường Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,14,Thành Thái,14,"Đường , Phường , , Tp Hồ Chí Minh"
455,p30-l15_20250404-160805,"Đường Hồng Bàng, Phường 9, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,9,Hồng Bàng,9,"Đường , Phường , , Tp Hồ Chí Minh"
456,p30-l16_20250404-160805,"Đường Phạm Văn Chí, Phường 10, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,hạm Văn Chí,Phạm Văn Chí,10,"Đường P, Phường , , Tp Hồ Chí Minh"
457,p30-l19_20250404-160805,"Đường Nguyễn Trãi, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Bến Thành,Nguyễn Trãi,1,"Đường , Phường , , Tp Hồ Chí Minh"
458,p30-l4_20250404-160805,"Đường Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,Tân Phong,Nguyễn Thị Thập,7,"Đường , Phường , , Tp Hồ Chí Minh"
459,p30-l5_20250404-160805,"Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,Tân Phú,Nguyễn Thị Thập,7,"Đường , Phường , , Tp Hồ Chí Minh"
460,p30-l6_20250404-160805,"Đường Vòng xoay Lê Đại Hành, Phường 14, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,14,Vòng xoay Lê Đại Hành,14,"Đường , Phường , , Tp Hồ Chí Minh"
461,p31-l1_20250404-160805,"Đường Lê Văn Sỹ, Phường 10, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,10,Lê Văn Sỹ,10,"Đường , Phường , , Tp Hồ Chí Minh"
462,p32-l13_20250404-160805,"Đường An Bình, Phường 5, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,5,An Bình,5,"Đường , Phường , , Tp Hồ Chí Minh"
463,p33-l14_20250404-160805,"Đường Hồng Bàng, Phường 14, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,14,Hồng Bàng,14,"Đường , Phường , , Tp Hồ Chí Minh"
464,p33-l17_20250404-160805,"Đường Số 33, Phường 11, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,11,Số 33,33,"Đường , Phường , , Tp Hồ Chí Minh"
465,p33-l4_20250404-160805,"Đường Nguyễn Ngọc Lộc, Phường 14, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,14,Nguyễn Ngọc Lộc,14,"Đường , Phường , , Tp Hồ Chí Minh"
466,p34-l17_20250404-160805,"Đường Ðiện Biên Phủ, Phường 10, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,hủ,Ðiện Biên Phủ,10,"Đường Ðiện Biên P, Phường , , Tp Hồ Chí Minh"
467,p35-l11_20250404-160805,"Hẻm 114 Ðề Thám, Phường Cầu Ông Lãnh, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Cầu Ông Lãnh,,114,"Hẻm  Ðề Thám, Phường , , Tp Hồ Chí Minh"
468,p35-l2_20250404-160805,"Đường Lê Văn Sỹ, Phường 14, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,14,Lê Văn Sỹ,14,"Đường , Phường , , Tp Hồ Chí Minh"
469,p35-l3_20250404-160805,"Đường Nguyễn Tiểu La, Phường 5, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,5,Nguyễn Tiểu La,5,"Đường , Phường , , Tp Hồ Chí Minh"
470,p35-l5_20250404-160805,"Đường Hồ Bá Kiện, Phường 15, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,15,Hồ Bá Kiện,15,"Đường , Phường , , Tp Hồ Chí Minh"
471,p36-l19_20250404-160805,"Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Đa Kao,Nguyễn Đình Chiểu,1,"Đường , Phường , , Tp Hồ Chí Minh"
472,p37-l14_20250404-160805,"Đường Lạc Long Quân, Phường 5, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,5,Lạc Long Quân,5,"Đường , Phường , , Tp Hồ Chí Minh"
473,p37-l3_20250404-160805,"Đường Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Đa Kao,Nguyễn Thị Minh Khai,1,"Đường , Phường , , Tp Hồ Chí Minh"
474,p37-l8_20250404-160805,"Đường Kinh Dương Vương, Phường 13, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,13,Kinh Dương Vương,13,"Đường , Phường , , Tp Hồ Chí Minh"
475,p37-l9_20250404-160805,"Đường Lạc Long Quân, Phường 5, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,5,Lạc Long Quân,5,"Đường , Phường , , Tp Hồ Chí Minh"
476,p38-l16_20250404-160805,"Cầu Chữ Y, Phường 1, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,1,,1,"Cầu Chữ Y, Phường , , Tp Hồ Chí Minh"
477,p38-l17_20250404-160805,"Đường Hoàng Diệu, Phường 6, Quận 4, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 4,6,Hoàng Diệu,6,"Đường , Phường , , Tp Hồ Chí Minh"
478,p38-l19_20250404-160805,"Đường Bình Phú, Phường 10, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,hú,Bình Phú,10,"Đường Bình P, Phường , , Tp Hồ Chí Minh"
479,p39-l12_20250404-160805,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Đông Hưng Thuận,Nguyễn Văn Quá,12,"Đường , Phường , , Tp Hồ Chí Minh"
480,p39-l15_20250404-160805,"Đường Phạm Văn Chí, Phường 7, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,hạm Văn Chí,Phạm Văn Chí,7,"Đường P, Phường , , Tp Hồ Chí Minh"
481,p39-l8_20250404-160805,"Đường Bà Lê Chân, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Tân Định,Bà Lê Chân,1,"Đường , Phường , , Tp Hồ Chí Minh"
482,p4-l10_20250404-155959,"Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Trung Mỹ Tây,Tô Ký,12,"Đường , Phường , , Tp Hồ Chí Minh"
483,p40-l1_20250404-160805,"Đường Bà Hom, Phường 13, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,13,Bà Hom,13,"Đường , Phường , , Tp Hồ Chí Minh"
484,p40-l3_20250404-160805,"Đường Hồ Bá Kiện, Phường 15, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,15,Hồ Bá Kiện,15,"Đường , Phường , , Tp Hồ Chí Minh"
485,p41-l0_20250404-160805,"Đường Bắc Hải, Phường 6, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,6,Bắc Hải,6,"Đường , Phường , , Tp Hồ Chí Minh"
486,p41-l3_20250404-160805,"Đường Hòa Bình, Phường 3, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,3,Hòa Bình,3,"Đường , Phường , , Tp Hồ Chí Minh"
487,p41-l6_20250404-160805,"14, Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Đông Hưng Thuận,Nguyễn Văn Quá,14,"Đường , Phường , , Tp Hồ Chí Minh"
488,p42-l1_20250404-160805,"Đường An Phú Đông 9, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,hú Đông 9,An Phú Đông 9,9,"Đường An P, Phường An Phú Đông, , Tp Hồ Chí Minh"
489,p42-l4_20250404-160805,"84, Nguyễn Tất Thành, Phường 13, Quận 4, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 4,13,,84,"Nguyễn Tất Thành, Phường , , Tp Hồ Chí Minh"
490,p43-l18_20250404-160805,"Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,Tân Phú,Nguyễn Thị Thập,7,"Đường , Phường , , Tp Hồ Chí Minh"
491,p43-l7_20250404-160805,"Đường Tân Hóa, Phường 1, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,1,Tân Hóa,1,"Đường , Phường , , Tp Hồ Chí Minh"
492,p44-l11_20250404-160805,"284, Đường Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,14,Lý Thường Kiệt,284,"Đường , Phường , , Tp Hồ Chí Minh"
493,p44-l12_20250404-160805,"Đường Kênh Tân Hóa, Phường 3, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,3,Kênh Tân Hóa,3,"Đường , Phường , , Tp Hồ Chí Minh"
494,p44-l15_20250404-160805,"Đường Vòng xoay Lê Đại Hành, Phường 11, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,11,Vòng xoay Lê Đại Hành,11,"Đường , Phường , , Tp Hồ Chí Minh"
495,p44-l17_20250404-160805,"Đường Võ Văn Kiệt, Phường 13, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,13,Võ Văn Kiệt,13,"Đường , Phường , , Tp Hồ Chí Minh"
496,p44-l8_20250404-160805,"Đường Kinh Dương Vương, Phường 11, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,11,Kinh Dương Vương,11,"Đường , Phường , , Tp Hồ Chí Minh"
497,p45-l13_20250404-160805,"Đường Võ Văn Kiệt, Phường 10, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,10,Võ Văn Kiệt,10,"Đường , Phường , , Tp Hồ Chí Minh"
498,p45-l14_20250404-160805,"466, Đường Lê Văn Sỹ, Phường 14, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,14,Lê Văn Sỹ,466,"Đường , Phường , , Tp Hồ Chí Minh"
499,p45-l15_20250404-160805,"Đường Võ Văn Kiệt, Phường 11, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,11,Võ Văn Kiệt,11,"Đường , Phường , , Tp Hồ Chí Minh"
500,p45-l17_20250404-160805,"Đường Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,14,Thành Thái,14,"Đường , Phường , , Tp Hồ Chí Minh"
501,p45-l19_20250404-160805,"Đường Hùng Vương, Phường 4, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,4,Hùng Vương,4,"Đường , Phường , , Tp Hồ Chí Minh"
502,p46-l11_20250404-160805,"Đường Quốc lộ 1, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Trung Mỹ Tây,Quốc lộ 1,1,"Đường , Phường , , Tp Hồ Chí Minh"
503,p46-l9_20250404-160805,"Đường Bến Vân Đồn, Phường 9, Quận 4, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 4,9,Bến Vân Đồn,9,"Đường , Phường , , Tp Hồ Chí Minh"
504,p47-l11_20250404-160805,"Lữ Gia, Phường 14, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,14,,14,"Lữ Gia, Phường , , Tp Hồ Chí Minh"
505,p47-l4_20250404-160805,"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,han Văn Hớn,Phan Văn Hớn,12,"Đường P, Phường Tân Thới Nhất, , Tp Hồ Chí Minh"
506,p47-l7_20250404-160805,"Đường Kinh Dương Vương, Phường 12, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,12,Kinh Dương Vương,12,"Đường , Phường , , Tp Hồ Chí Minh"
507,p47-l8_20250404-160805,"Đường 3 Tháng 2, Phường 14, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,14,3 Tháng 2,3,"Đường , Phường , , Tp Hồ Chí Minh"
508,p48-l0_20250404-160805,"Đường Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Huyện Bình Chánh,hong Phú,Trịnh Quang Nghị,,"Đường , Xã P, , Tp Hồ Chí Minh"
509,p48-l12_20250404-160805,"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,han Văn Hớn,Phan Văn Hớn,12,"Đường P, Phường Tân Thới Nhất, , Tp Hồ Chí Minh"
510,p48-l17_20250404-160805,"134, Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,Bình Thuận,Nguyễn Thị Thập,134,"Đường , Phường , , Tp Hồ Chí Minh"
511,p49-l0_20250404-160805,"Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,Tân Phú,Nguyễn Thị Thập,7,"Đường , Phường , , Tp Hồ Chí Minh"
512,p49-l12_20250404-160805,"Đường Cao Thắng, Phường 12, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,12,Cao Thắng,12,"Đường , Phường , , Tp Hồ Chí Minh"
513,p49-l4_20250404-160805,"Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Trung Mỹ Tây,Tô Ký,12,"Đường , Phường , , Tp Hồ Chí Minh"
514,p49-l7_20250404-160805,"Cầu Nguyễn Tri Phương, Phường 6, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,hương,,6,"Cầu Nguyễn Tri P, Phường , , Tp Hồ Chí Minh"
515,p5-l2_20250404-155959,"Đường Võ Văn Kiệt, Phường 10, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,10,Võ Văn Kiệt,10,"Đường , Phường , , Tp Hồ Chí Minh"
516,p5-l8_20250404-155959,"Đường An Bình, Phường 5, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,5,An Bình,5,"Đường , Phường , , Tp Hồ Chí Minh"
517,p50-l13_20250404-160805,"Đường Phạm Văn Chí, Phường 8, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,hạm Văn Chí,Phạm Văn Chí,8,"Đường P, Phường , , Tp Hồ Chí Minh"
518,p50-l19_20250404-160805,"Đường An Dương Vương, Phường 13, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,13,An Dương Vương,13,"Đường , Phường , , Tp Hồ Chí Minh"
519,p51-l13_20250404-160805,"Đường 3 Tháng 2, Phường 14, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,14,3 Tháng 2,3,"Đường , Phường , , Tp Hồ Chí Minh"
520,p51-l15_20250404-160805,"Đường Lê Văn Sỹ, Phường 14, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,14,Lê Văn Sỹ,14,"Đường , Phường , , Tp Hồ Chí Minh"
521,p51-l16_20250404-160805,"Đường Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,14,Lý Thường Kiệt,14,"Đường , Phường , , Tp Hồ Chí Minh"
522,p51-l17_20250404-160805,"Đường Lê Hồng Phong, Phường 2, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,hong,Lê Hồng Phong,2,"Đường Lê Hồng P, Phường , , Tp Hồ Chí Minh"
523,p51-l1_20250404-160805,"Đường Hòa Bình, Phường 3, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,3,Hòa Bình,3,"Đường , Phường , , Tp Hồ Chí Minh"
524,p51-l3_20250404-160805,"Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,14,Tân Hòa Đông,14,"Đường , Phường , , Tp Hồ Chí Minh"
525,p51-l4_20250404-160805,"Đường Lê Đại Hành, Phường 7, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,7,Lê Đại Hành,7,"Đường , Phường , , Tp Hồ Chí Minh"
526,p51-l6_20250404-160805,"338, An dương vương, Phường 4, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,4,,338,"An dương vương, Phường , , Tp Hồ Chí Minh"
527,p52-l16_20250404-160805,"Đường Nguyễn Biểu, Phường 1, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,1,Nguyễn Biểu,1,"Đường , Phường , , Tp Hồ Chí Minh"
528,p53-l0_20250404-160805,"Đường An Phú Đông 3, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,hú Đông 3,An Phú Đông 3,3,"Đường An P, Phường An Phú Đông, , Tp Hồ Chí Minh"
529,p53-l10_20250404-160805,"Cầu Nguyễn Văn Cừ, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Cầu Kho,,1,"Cầu Nguyễn Văn Cừ, Phường , , Tp Hồ Chí Minh"
530,p53-l14_20250404-160805,"Đường Lê Hồng Phong, Phường 10, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,hong,Lê Hồng Phong,10,"Đường Lê Hồng P, Phường , , Tp Hồ Chí Minh"
531,p53-l15_20250404-160805,"466, Đường Lê Văn Sỹ, Phường 14, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,14,Lê Văn Sỹ,466,"Đường , Phường , , Tp Hồ Chí Minh"
532,p53-l18_20250404-160805,"Đường Bắc Hải, Phường 15, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,15,Bắc Hải,15,"Đường , Phường , , Tp Hồ Chí Minh"
533,p53-l19_20250404-160805,"Đường Võ Văn Kiệt, Phường 10, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,10,Võ Văn Kiệt,10,"Đường , Phường , , Tp Hồ Chí Minh"
534,p53-l1_20250404-160805,"Cầu Chữ Y, Phường 2, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,2,,2,"Cầu Chữ Y, Phường , , Tp Hồ Chí Minh"
535,p53-l3_20250404-160805,"Cầu Chà Và, Phường 13, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,13,,13,"Cầu Chà Và, Phường , , Tp Hồ Chí Minh"
536,p53-l4_20250404-160805,"Đường Hàn Hải Nguyên, Phường 8, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,8,Hàn Hải Nguyên,8,"Đường , Phường , , Tp Hồ Chí Minh"
537,p53-l6_20250404-160805,"Đường Tùng Thiện Vương, Phường 13, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,13,Tùng Thiện Vương,13,"Đường , Phường , , Tp Hồ Chí Minh"
538,p53-l7_20250404-160805,"Đường Lê Hồng Phong, Phường 4, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,hong,Lê Hồng Phong,4,"Đường Lê Hồng P, Phường , , Tp Hồ Chí Minh"
539,p54-l0_20250404-160805,"Đường Võ Văn Kiệt, Phường 10, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,10,Võ Văn Kiệt,10,"Đường , Phường , , Tp Hồ Chí Minh"
540,p54-l12_20250404-160805,"Đường Ðề Thám, Phường Cầu Ông Lãnh, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Cầu Ông Lãnh,Ðề Thám,1,"Đường , Phường , , Tp Hồ Chí Minh"
541,p54-l13_20250404-160805,"Đường Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,hạm Ngũ Lão,Phạm Ngũ Lão,1,"Đường P, Phường P, , Tp Hồ Chí Minh"
542,p54-l15_20250404-160805,"Đường Ông Ích Khiêm, Phường 14, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,14,Ông Ích Khiêm,14,"Đường , Phường , , Tp Hồ Chí Minh"
543,p54-l3_20250404-160805,"Đường Nguyễn Chí Thanh, Phường 14, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,14,Nguyễn Chí Thanh,14,"Đường , Phường , , Tp Hồ Chí Minh"
544,p54-l5_20250404-160805,"Đường Lãnh Binh Thăng, Phường 8, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,8,Lãnh Binh Thăng,8,"Đường , Phường , , Tp Hồ Chí Minh"
545,p55-l18_20250404-160805,"Đường An Dương Vương, Phường 9, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,9,An Dương Vương,9,"Đường , Phường , , Tp Hồ Chí Minh"
546,p55-l19_20250404-160805,"Đường Trường Sa, Phường 12, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,12,Trường Sa,12,"Đường , Phường , , Tp Hồ Chí Minh"
547,p55-l1_20250404-160805,"Đường Vòng xoay Lê Đại Hành, Phường 15, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,15,Vòng xoay Lê Đại Hành,15,"Đường , Phường , , Tp Hồ Chí Minh"
548,p55-l2_20250404-160805,"ICOOL BÌNH PHÚ, Phường 11, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,HÚ,,11,"ICOOL BÌNH P, Phường , , Tp Hồ Chí Minh"
549,p55-l6_20250404-160805,"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,hát,Huỳnh Tấn Phát,7,"Đường Huỳnh Tấn P, Phường Phú Mỹ, , Tp Hồ Chí Minh"
550,p56-l12_20250404-160805,"475, Đường Hai Bà Trưng, Phường 9, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,9,Hai Bà Trưng,475,"Đường , Phường , , Tp Hồ Chí Minh"
551,p56-l13_20250404-160805,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Tân Định,Trần Quang Khải,1,"Đường , Phường , , Tp Hồ Chí Minh"
552,p56-l16_20250404-160805,"Hẻm 15A Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Bến Nghé,Lê Thánh Tôn,15A,"Hẻm  Đường , Phường , , Tp Hồ Chí Minh"
553,p56-l17_20250404-160805,"Đường Ngã Sáu Nguyễn Tri Phương, Phường 7, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,hương,Ngã Sáu Nguyễn Tri Phương,7,"Đường Ngã Sáu Nguyễn Tri P, Phường , , Tp Hồ Chí Minh"
554,p56-l18_20250404-160805,"Mega bình Phú, Phường 10, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,hú,,10,"Mega bình P, Phường , , Tp Hồ Chí Minh"
555,p56-l5_20250404-160805,"Đường Điện Biên Phủ, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,hủ,Điện Biên Phủ,1,"Đường Điện Biên P, Phường Đa Kao, , Tp Hồ Chí Minh"
556,p56-l8_20250404-160805,"Đường An Dương Vương, Phường 9, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,9,An Dương Vương,9,"Đường , Phường , , Tp Hồ Chí Minh"
557,p57-l0_20250404-160805,"Đường Lạc Long Quân, Phường 5, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,5,Lạc Long Quân,5,"Đường , Phường , , Tp Hồ Chí Minh"
