Unnamed: 0,filename,address,Tỉnh/Thành phố,Quận/Huyện,Phường/Xã,Tên đường,Số nhà,Ghi chú
215,p151-l19_20250404-172843,"Đường An Dương Vương, Phường 9, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,9,An Dương Vương,9,"Đường , Phường , , Tp Hồ Chí Minh"
216,p151-l3_20250404-172843,"Đường Bến Vân Đồn, Phường 2, Quận 4, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 4,2,Bến Vân Đồn,2,"Đường , Phường , , Tp Hồ Chí Minh"
217,p151-l5_20250404-172843,"Đường Hòa Bình, Phường 3, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,3,Hòa Bình,3,"Đường , Phường , , Tp Hồ Chí Minh"
218,p151-l6_20250404-172843,"106, Đường Nguyễn Phúc Nguyên, Phường 9, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,húc Nguyên,Nguyễn Phúc Nguyên,106,"Đường Nguyễn P, Phường 9, , Tp Hồ Chí Minh"
219,p152-l16_20250404-172843,"Chợ Lớn, Phường 14, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,14,,14,"Chợ Lớn, Phường , , Tp Hồ Chí Minh"
220,p152-l19_20250404-172843,"Đường Hải Thượng Lãn Ông, Phường 10, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,10,Hải Thượng Lãn Ông,10,"Đường , Phường , , Tp Hồ Chí Minh"
221,p152-l6_20250404-172843,"Đường Tô Ký, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Tân Chánh Hiệp,Tô Ký,12,"Đường , Phường , , Tp Hồ Chí Minh"
222,p153-l11_20250404-172843,"Đường Lê Hồng Phong, Phường 3, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,hong,Lê Hồng Phong,3,"Đường Lê Hồng P, Phường , , Tp Hồ Chí Minh"
223,p153-l16_20250404-172843,"6D, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Huyện Bình Chánh,Hồ Chí Minh,,6D,"Xã Bình Hưng, , Tp"
224,p153-l1_20250404-172843,"Đường Đinh Tiên Hoàng, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Đa Kao,Đinh Tiên Hoàng,1,"Đường , Phường , , Tp Hồ Chí Minh"
225,p153-l3_20250404-172843,"Đường Hai Bà Trưng, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Tân Định,Hai Bà Trưng,1,"Đường , Phường , , Tp Hồ Chí Minh"
226,p153-l5_20250404-172843,"Đường Hồng Bàng, Phường 12, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,12,Hồng Bàng,12,"Đường , Phường , , Tp Hồ Chí Minh"
227,p154-l0_20250404-172843,"Đường Lê Hồng Phong, Phường 2, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,hong,Lê Hồng Phong,2,"Đường Lê Hồng P, Phường , , Tp Hồ Chí Minh"
228,p154-l11_20250404-172843,"Đường Nguyễn Văn Cừ, Phường 1, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,1,Nguyễn Văn Cừ,1,"Đường , Phường , , Tp Hồ Chí Minh"
229,p154-l16_20250404-172843,"Đường Võ Thị Phải, Phường Thới An, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,hải,Võ Thị Phải,12,"Đường Võ Thị P, Phường Thới An, , Tp Hồ Chí Minh"
230,p154-l17_20250404-172843,"Đường Hậu Giang, Phường 10, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,10,Hậu Giang,10,"Đường , Phường , , Tp Hồ Chí Minh"
231,p154-l18_20250404-172843,"Đường Hải Thượng Lãn Ông, Phường 13, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,13,Hải Thượng Lãn Ông,13,"Đường , Phường , , Tp Hồ Chí Minh"
232,p154-l8_20250404-172843,"Đường An Dương Vương, Phường 9, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,9,An Dương Vương,9,"Đường , Phường , , Tp Hồ Chí Minh"
233,p155-l16_20250404-172843,"Thiên Phước, Phường 14, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,hước,,14,"Thiên P, Phường , , Tp Hồ Chí Minh"
234,p155-l6_20250404-172843,"Cầu Chữ Y, Phường 1, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,1,,1,"Cầu Chữ Y, Phường , , Tp Hồ Chí Minh"
235,p155-l7_20250404-172843,"Đường Lê Hồng Phong, Phường 2, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,hong,Lê Hồng Phong,2,"Đường Lê Hồng P, Phường , , Tp Hồ Chí Minh"
236,p156-l15_20250404-172843,"Đường Hai Bà Trưng, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,Võ Thị Sáu,Hai Bà Trưng,3,"Đường , Phường , , Tp Hồ Chí Minh"
237,p156-l6_20250404-172843,"Đường Vườn Lài, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,An Phú Đông,Vườn Lài,12,"Đường , Phường , , Tp Hồ Chí Minh"
238,p157-l14_20250404-173602,"Đường Ngô Gia Tự, Phường 2, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,2,Ngô Gia Tự,2,"Đường , Phường , , Tp Hồ Chí Minh"
239,p157-l15_20250404-173602,"Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Trung Mỹ Tây,Tô Ký,12,"Đường , Phường , , Tp Hồ Chí Minh"
240,p157-l16_20250404-173602,"Đường Hậu Giang, Phường 2, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,2,Hậu Giang,2,"Đường , Phường , , Tp Hồ Chí Minh"
241,p157-l19_20250404-173602,"Đường Lê Hồng Phong, Phường 2, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,hong,Lê Hồng Phong,2,"Đường Lê Hồng P, Phường , , Tp Hồ Chí Minh"
242,p157-l1_20250404-173602,"Đường Lạc Long Quân, Phường 5, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,5,Lạc Long Quân,5,"Đường , Phường , , Tp Hồ Chí Minh"
243,p157-l5_20250404-173602,"Đường Bà Hom, Phường 13, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,13,Bà Hom,13,"Đường , Phường , , Tp Hồ Chí Minh"
244,p157-l8_20250404-173602,"Đường Lạc Long Quân, Phường 5, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,5,Lạc Long Quân,5,"Đường , Phường , , Tp Hồ Chí Minh"
245,p158-l17_20250404-173602,"Đường Cao Đạt, Phường 1, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,1,Cao Đạt,1,"Đường , Phường , , Tp Hồ Chí Minh"
246,p159-l10_20250404-173602,"Đường Cách Mạng Tháng Tám, Phường 7, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,7,Cách Mạng Tháng Tám,7,"Đường , Phường , , Tp Hồ Chí Minh"
247,p159-l13_20250404-173602,"190, Đường Nguyễn Thị Minh Khai, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,Võ Thị Sáu,Nguyễn Thị Minh Khai,190,"Đường , Phường , , Tp Hồ Chí Minh"
248,p159-l2_20250404-173602,"Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Nguyễn Cư Trinh,Cống Quỳnh,1,"Đường , Phường , , Tp Hồ Chí Minh"
249,p159-l7_20250404-173602,"Đường Lê Hồng Phong, Phường 2, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,hong,Lê Hồng Phong,2,"Đường Lê Hồng P, Phường , , Tp Hồ Chí Minh"
250,p16-l13_20250404-160139,"Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,Tân Quy,Nguyễn Thị Thập,7,"Đường , Phường , , Tp Hồ Chí Minh"
251,p16-l9_20250404-160139,"Đường Ba Tháng Hai, Phường 12, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,12,Ba Tháng Hai,12,"Đường , Phường , , Tp Hồ Chí Minh"
252,p160-l14_20250404-173602,"Đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Tân Thới Nhất,Trường Chinh,12,"Đường , Phường , , Tp Hồ Chí Minh"
253,p160-l2_20250404-173602,"16, Đường Trần Thiện Chánh, Phường 12, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,12,Trần Thiện Chánh,16,"Đường , Phường , , Tp Hồ Chí Minh"
254,p160-l4_20250404-173602,"Đường Nguyễn Thông, Phường 9, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,9,Nguyễn Thông,9,"Đường , Phường , , Tp Hồ Chí Minh"
255,p161-l17_20250404-173602,"Hẻm 521/97 Cách mạng tháng 8, Phường 13, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,13,,521/97,"Hẻm  Cách mạng tháng 8, Phường , , Tp Hồ Chí Minh"
256,p161-l7_20250404-173602,"Đường Hòa Bình, Phường 3, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,3,Hòa Bình,3,"Đường , Phường , , Tp Hồ Chí Minh"
257,p162-l0_20250404-173602,"Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,hát,Huỳnh Tấn Phát,7,"Đường Huỳnh Tấn P, Phường Bình Thuận, , Tp Hồ Chí Minh"
258,p162-l15_20250404-173602,"Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,14,Tân Hòa Đông,14,"Đường , Phường , , Tp Hồ Chí Minh"
259,p163-l11_20250404-173602,"Đường Nguyễn Biểu, Phường 2, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,2,Nguyễn Biểu,2,"Đường , Phường , , Tp Hồ Chí Minh"
260,p163-l13_20250404-173602,"Đường Hồng Bàng, Phường 14, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,14,Hồng Bàng,14,"Đường , Phường , , Tp Hồ Chí Minh"
261,p163-l14_20250404-173602,"Cầu vượt Quang Trung 2, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Đông Hưng Thuận,,2,"Cầu vượt Quang Trung , Phường , , Tp Hồ Chí Minh"
262,p163-l17_20250404-173602,"Đường Lê Hồng Phong, Phường 2, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,hong,Lê Hồng Phong,2,"Đường Lê Hồng P, Phường , , Tp Hồ Chí Minh"
263,p164-l19_20250404-173602,"Đường Nguyễn Thông, Phường 9, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,9,Nguyễn Thông,9,"Đường , Phường , , Tp Hồ Chí Minh"
264,p164-l2_20250404-173602,"Đường Lê Hồng Phong, Phường 2, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,hong,Lê Hồng Phong,2,"Đường Lê Hồng P, Phường , , Tp Hồ Chí Minh"
265,p165-l12_20250404-173602,"Đường Bắc Hải, Phường 6, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,6,Bắc Hải,6,"Đường , Phường , , Tp Hồ Chí Minh"
266,p165-l4_20250404-173602,"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Thạnh Lộc,Hà Huy Giáp,12,"Đường , Phường , , Tp Hồ Chí Minh"
267,p165-l5_20250404-173602,"Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Hiệp Thành,Lê Văn Khương,12,"Đường , Phường , , Tp Hồ Chí Minh"
268,p165-l9_20250404-173602,"Đường Lê Hồng Phong, Phường 2, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,hong,Lê Hồng Phong,2,"Đường Lê Hồng P, Phường , , Tp Hồ Chí Minh"
269,p166-l13_20250404-173602,"Đường Số 52, Phường 10, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,10,Số 52,52,"Đường , Phường , , Tp Hồ Chí Minh"
270,p167-l11_20250404-173602,"Đường Hiệp Thành 5, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Thành 5,Hiệp Thành 5,5,"Đường Hiệp , Phường Hiệp Thành, , Tp Hồ Chí Minh"
271,p167-l15_20250404-173602,"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Nguyễn Cư Trinh,Nguyễn Trãi,1,"Đường , Phường , , Tp Hồ Chí Minh"
272,p167-l5_20250404-173602,"Đường Kinh Dương Vương, , Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,Hồ Chí Minh,Kinh Dương Vương,6,"Đường , , , Tp"
273,p167-l8_20250404-173602,"Đường Hoàng Sa, Phường 9, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,9,Hoàng Sa,9,"Đường , Phường , , Tp Hồ Chí Minh"
274,p168-l0_20250404-173602,"Đường Lê Hồng Phong, Phường 2, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,hong,Lê Hồng Phong,2,"Đường Lê Hồng P, Phường , , Tp Hồ Chí Minh"
275,p168-l17_20250404-173602,"Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,12,Lê Văn Sỹ,12,"Đường , Phường , , Tp Hồ Chí Minh"
276,p168-l1_20250404-173602,"Đường Lê Hồng Phong, Phường 2, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,hong,Lê Hồng Phong,2,"Đường Lê Hồng P, Phường , , Tp Hồ Chí Minh"
277,p168-l5_20250404-173602,"Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,12,Lê Văn Sỹ,12,"Đường , Phường , , Tp Hồ Chí Minh"
278,p168-l8_20250404-173602,"359, Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,12,Lê Văn Sỹ,359,"Đường , Phường , , Tp Hồ Chí Minh"
279,p169-l13_20250404-173602,"Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,11,Cách Mạng Tháng Tám,11,"Đường , Phường , , Tp Hồ Chí Minh"
280,p169-l18_20250404-173602,"Đường Vòng xoay Lê Đại Hành, Phường 11, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,11,Vòng xoay Lê Đại Hành,11,"Đường , Phường , , Tp Hồ Chí Minh"
281,p17-l12_20250404-160139,"Đường Hậu Giang, Phường 13, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,13,Hậu Giang,13,"Đường , Phường , , Tp Hồ Chí Minh"
282,p17-l13_20250404-160139,"Đường Vòng xoay Phú Lâm, Phường 14, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,hú Lâm,Vòng xoay Phú Lâm,14,"Đường Vòng xoay P, Phường , , Tp Hồ Chí Minh"
283,p17-l16_20250404-160139,"Đường Bình Phú, Phường 10, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,hú,Bình Phú,10,"Đường Bình P, Phường , , Tp Hồ Chí Minh"
284,p17-l5_20250404-160139,"Đường Bắc Hải, Phường 9, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,9,Bắc Hải,9,"Đường , Phường , , Tp Hồ Chí Minh"
285,p170-l0_20250404-173602,"Đường Tân Hóa, Phường 3, Quận 11, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 11,3,Tân Hóa,3,"Đường , Phường , , Tp Hồ Chí Minh"
286,p170-l5_20250404-173602,"Đường An Bình, Phường 7, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,7,An Bình,7,"Đường , Phường , , Tp Hồ Chí Minh"
287,p171-l14_20250404-173602,"Đường Chợ Lớn, Phường 11, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,11,Chợ Lớn,11,"Đường , Phường , , Tp Hồ Chí Minh"
288,p171-l19_20250404-173602,"Đường Chợ Lớn, Phường 11, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,11,Chợ Lớn,11,"Đường , Phường , , Tp Hồ Chí Minh"
289,p172-l0_20250404-173602,"Đường Chợ Lớn, Phường 11, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,11,Chợ Lớn,11,"Đường , Phường , , Tp Hồ Chí Minh"
290,p172-l19_20250404-173602,"Đường Kinh Dương Vương, Phường 12, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,12,Kinh Dương Vương,12,"Đường , Phường , , Tp Hồ Chí Minh"
291,p172-l1_20250404-173602,"Đường Vĩnh Viễn, Phường 2, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,2,Vĩnh Viễn,2,"Đường , Phường , , Tp Hồ Chí Minh"
292,p172-l2_20250404-173602,"Đường Ðinh Công Tráng, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 1,Tân Định,Ðinh Công Tráng,1,"Đường , Phường , , Tp Hồ Chí Minh"
293,p172-l4_20250404-173602,"Đường Tô Hiến Thành, Phường 15, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,15,Tô Hiến Thành,15,"Đường , Phường , , Tp Hồ Chí Minh"
294,p172-l6_20250404-173602,"Đường Vòng xoay Phú Lâm, Phường 12, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,hú Lâm,Vòng xoay Phú Lâm,12,"Đường Vòng xoay P, Phường , , Tp Hồ Chí Minh"
295,p172-l7_20250404-173602,"Đường An Dương Vương, Phường 13, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,13,An Dương Vương,13,"Đường , Phường , , Tp Hồ Chí Minh"
296,p173-l14_20250404-173602,"Đường Xóm Chiếu, Phường 15, Quận 4, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 4,15,Xóm Chiếu,15,"Đường , Phường , , Tp Hồ Chí Minh"
297,p173-l1_20250404-173602,"Đường Nguyễn Văn Luông, Phường 10, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,10,Nguyễn Văn Luông,10,"Đường , Phường , , Tp Hồ Chí Minh"
298,p173-l5_20250404-173602,"Đường Tô Hiến Thành, Phường 15, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,15,Tô Hiến Thành,15,"Đường , Phường , , Tp Hồ Chí Minh"
299,p173-l6_20250404-173602,"Đường Bắc Hải, Phường 15, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,15,Bắc Hải,15,"Đường , Phường , , Tp Hồ Chí Minh"
300,p173-l7_20250404-173602,"152, Lý Chính Thắng , Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,Võ Thị Sáu,,152,"Lý Chính Thắng , Phường , , Tp Hồ Chí Minh"
301,p174-l11_20250404-173602,"Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,14,Tân Hòa Đông,14,"Đường , Phường , , Tp Hồ Chí Minh"
302,p174-l15_20250404-173602,"Đường Hồng Bàng, Phường 11, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,11,Hồng Bàng,11,"Đường , Phường , , Tp Hồ Chí Minh"
303,p174-l16_20250404-173602,"Đường Khánh Hội, Phường 9, Quận 4, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 4,9,Khánh Hội,9,"Đường , Phường , , Tp Hồ Chí Minh"
304,p174-l18_20250404-173602,"Đường Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 4,6,Bến Vân Đồn,6,"Đường , Phường , , Tp Hồ Chí Minh"
305,p174-l1_20250404-173602,"Đường Hậu Giang, Phường 2, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,2,Hậu Giang,2,"Đường , Phường , , Tp Hồ Chí Minh"
306,p174-l5_20250404-173602,"Đường Văn Thân, Phường 8, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,8,Văn Thân,8,"Đường , Phường , , Tp Hồ Chí Minh"
307,p175-l0_20250404-173602,"Đường Trần Bình Trọng, Phường 2, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,2,Trần Bình Trọng,2,"Đường , Phường , , Tp Hồ Chí Minh"
308,p175-l2_20250404-173602,"Đường Bãi Sậy, Phường 13, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,13,Bãi Sậy,13,"Đường , Phường , , Tp Hồ Chí Minh"
309,p175-l3_20250404-173602,"Đường Trần Bình Trọng, Phường 2, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,2,Trần Bình Trọng,2,"Đường , Phường , , Tp Hồ Chí Minh"
310,p175-l6_20250404-173602,"83, Đường Trương Định, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,Võ Thị Sáu,Trương Định,83,"Đường , Phường , , Tp Hồ Chí Minh"
311,p175-l8_20250404-173602,"176, Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,Bình Thuận,Nguyễn Thị Thập,176,"Đường , Phường , , Tp Hồ Chí Minh"
312,p175-l9_20250404-173602,"Lý Phục Man, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,hục Man,,7,"Lý P, Phường Bình Thuận, , Tp Hồ Chí Minh"
313,p176-l15_20250404-173602,"Đường Hồng Bàng, Phường 11, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,11,Hồng Bàng,11,"Đường , Phường , , Tp Hồ Chí Minh"
314,p176-l16_20250404-173602,"Đường Hồng Bàng, Phường 11, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,11,Hồng Bàng,11,"Đường , Phường , , Tp Hồ Chí Minh"
315,p176-l18_20250404-173602,"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 7,Tân Kiểng,Lâm Văn Bền,7,"Đường , Phường , , Tp Hồ Chí Minh"
316,p176-l2_20250404-173602,"Đường Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,Võ Thị Sáu,Nam Kỳ Khởi Nghĩa,3,"Đường , Phường , , Tp Hồ Chí Minh"
317,p176-l5_20250404-173602,"Đường Lê Thị Riêng, Phường Thới An, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Thới An,Lê Thị Riêng,12,"Đường , Phường , , Tp Hồ Chí Minh"
318,p176-l9_20250404-173602,"Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 12,Trung Mỹ Tây,Tô Ký,12,"Đường , Phường , , Tp Hồ Chí Minh"
319,p177-l12_20250404-173602,"359/21, Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,12,Lê Văn Sỹ,359/21,"Đường , Phường , , Tp Hồ Chí Minh"
320,p177-l7_20250404-173602,"Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Huyện Nhà Bè,hước Kiển,Lê Văn Lương,,"Đường , Xã P, , Tp Hồ Chí Minh"
321,p177-l9_20250404-173602,"Đường Nguyễn Thị Nhỏ, Phường 15, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,15,Nguyễn Thị Nhỏ,15,"Đường , Phường , , Tp Hồ Chí Minh"
322,p178-l5_20250404-173602,"182, Đường Nguyễn Thị Minh Khai, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 3,Võ Thị Sáu,Nguyễn Thị Minh Khai,182,"Đường , Phường , , Tp Hồ Chí Minh"
323,p178-l6_20250404-173602,"381/2, Đường An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,4,An Dương Vương,381/2,"Đường , Phường , , Tp Hồ Chí Minh"
324,p178-l7_20250404-173602,"Cầu Nguyễn Văn Cừ, Phường 10, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,10,,10,"Cầu Nguyễn Văn Cừ, Phường , , Tp Hồ Chí Minh"
325,p178-l9_20250404-173602,"44, Nguyễn Ngọc Lộc, Phường 14, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 10,14,,44,"Nguyễn Ngọc Lộc, Phường , , Tp Hồ Chí Minh"
326,p179-l11_20250404-173602,"Đường Hồng Bàng, Phường 14, Quận 5, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 5,14,Hồng Bàng,14,"Đường , Phường , , Tp Hồ Chí Minh"
327,p179-l12_20250404-173602,"Đường Chợ Lớn, Phường 11, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,11,Chợ Lớn,11,"Đường , Phường , , Tp Hồ Chí Minh"
328,p179-l17_20250404-173602,"Phạm Hữu Lầu, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Huyện Nhà Bè,hạm Hữu Lầu,,,"P, Thị trấn Nhà Bè, , Tp Hồ Chí Minh"
329,p18-l10_20250404-160139,"Đường Bà Hom, Phường 13, Quận 6, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Quận 6,13,Bà Hom,13,"Đường , Phường , , Tp Hồ Chí Minh"
