filename,price,area,room_type,location,utilities,gender_requirement,contact,notes,bedrooms,bathrooms
p168-l17_20250404-173602,",k",,chung cư mini,quận 3,máy lạnh;tủ lạnh,nữ,,,1.0,
p168-l1_20250404-173602,3tr,,,,,không yêu cầu,,,,
p168-l5_20250404-173602,,,chung cư mini,quận 3,,không yêu cầu,,gần bờ kè hoàng sa - trường sa  vị trí trung tâm giáp khu vực trung tâm quận 1;gần công trường dân chủ - gần chung cư hà đô - toà nhà viettel  tiện ích căn hộ: - free giặt sấy - pccc đạt chuẩn - nội thất đầy đủ - bao gồm nội thất cơ bản kèm máy hút mùi,,
p168-l8_20250404-173602,", k",26m2,,quận 3,wifi;máy giặt,không yêu cầu,,,,
p169-l13_20250404-173602,", k",,,q3,máy giặt,không yêu cầu,,,,
p169-l18_20250404-173602,,,,q11,,không yêu cầu,,,,
p17-l12_20250404-160139,3k,,,,,không yêu cầu,,,,
p17-l13_20250404-160139,3k,,,,,không yêu cầu,,,,
p17-l16_20250404-160139,22k,,,,wifi,không yêu cầu,,,,
p17-l5_20250404-160139,,,,,ban công,không yêu cầu,,,,
p170-l0_20250404-173602,", k",1m,,q11,máy lạnh;tủ lạnh,không yêu cầu,,,,
p170-l5_20250404-173602,,,chung cư mini,,,không yêu cầu,,,,
p171-l14_20250404-173602,,,,,,không yêu cầu,,,,
p171-l19_20250404-173602,", k",,,q6,,không yêu cầu,,,,
p172-l0_20250404-173602,", k",,,q6,máy lạnh,không yêu cầu,,,,
p172-l19_20250404-173602,,,,quận 5,máy lạnh;ban công;máy giặt,không yêu cầu,,,,
p172-l1_20250404-173602,", k",,chung cư mini,quận 10,,không yêu cầu,,gần nhiều quán ăn;gần vạn hạnh mall,,
p172-l2_20250404-173602,", k",,chung cư mini,quận 1,ban công,không yêu cầu,,gần nhiều quán ăn,,
p172-l4_20250404-173602,", k",,chung cư mini,quận 10,máy lạnh;ban công;máy giặt,không yêu cầu,,gần bigc tô hiến thành;gần sư vạn hạnh  ra vào bằng khoá cổng vân tay,,
p172-l6_20250404-173602,4k,,,,wifi,không yêu cầu,,,,
p172-l7_20250404-173602,500k,,,quận 6,wifi;máy giặt,không yêu cầu,,gần chợ,,
p173-l14_20250404-173602,,,chung cư mini,quận 4,,không yêu cầu,,,1.0,
p173-l1_20250404-173602,", k",,chung cư mini,q6,,không yêu cầu,,,,
p173-l5_20250404-173602,", k",,,tô hiến thành,máy lạnh;tủ lạnh,không yêu cầu,,,,
p173-l6_20250404-173602,", tr",,phòng trọ,tô hiến thành,,không yêu cầu,,gần trường đại học ueh ,1.0,
p173-l7_20250404-173602,", tr",,,quận 3,máy giặt,không yêu cầu,,gần phòng  gần bệnh viện;gần các tuyến đường lớn như trần quốc thảo,,
p174-l11_20250404-173602,", k",,chung cư mini,,máy lạnh;tủ lạnh,không yêu cầu,,,,
p174-l15_20250404-173602,4tr,,,q5,tủ lạnh,không yêu cầu,,,,
p174-l16_20250404-173602,", k",,chung cư mini,quận 4,ban công;máy giặt,không yêu cầu,,,1.0,
p174-l18_20250404-173602,1tr,400m,phòng trọ,quận 4,wifi;máy lạnh,không yêu cầu,,gần đại học mở tp,,
p174-l1_20250404-173602,,,,quận 6,,không yêu cầu,,gần phố ăn uống hậu giang;gần metro bình phú;gần cao đẳng kĩ thuật kinh tế)  giờ giấc tự do,,
p174-l5_20250404-173602,", k",,,q6,ban công,không yêu cầu,,gần cầu lò gốm,,
p175-l0_20250404-173602,", k",,,q1,máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,gần các trường ueh,,
p175-l2_20250404-173602,", tr",,,q1,,không yêu cầu,,,,
p175-l3_20250404-173602,", k",,,q1,,không yêu cầu,,gần các đh sgu,,
p175-l6_20250404-173602,83 tr,25m2,,quận 3,máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,gần công viên tao đàn,,
p175-l8_20250404-173602,5tr,,chung cư mini,quận 7,ban công,không yêu cầu,,,,
p175-l9_20250404-173602,200k,30m2,phòng trọ,quận 7,wifi;máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,gần khu chế xuất tân thuận ,,
p176-l15_20250404-173602,3tr,,,q6,,không yêu cầu,,,,
p176-l16_20250404-173602,3tr,,,q6,,không yêu cầu,,,,
p176-l18_20250404-173602,3k,35m2,,q7,wifi,không yêu cầu,,,,
p176-l2_20250404-173602,8tr,,chung cư mini,quận 3,,nam,,gần siêu thị,2.0,1.0
p176-l5_20250404-173602,3tr,,,quận 12,máy lạnh;ban công,không yêu cầu,,,,
p176-l9_20250404-173602,3tr,,,quận 12,máy lạnh;tủ lạnh,không yêu cầu,,,,
p177-l12_20250404-173602,", k",,chung cư mini,quận 1,wifi;gác lửng;tủ lạnh,không yêu cầu,,gần chợ nguyễn văn trỗi,,
p177-l7_20250404-173602,1 tr,,phòng trọ,,,không yêu cầu,,gần chợ;gần trường đh tdtu,,
p177-l9_20250404-173602,,,,,,không yêu cầu,,gần chợ tập hoá cửa hàng tiện lợi bách hoá xanh hơn 30 tiện ích xung quanh toà nhà ,,
p178-l5_20250404-173602,4tr,,phòng trọ,quận 3,máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,gần các trường đh kinh tế,,
p178-l6_20250404-173602,",tr",,chung cư mini,quận 5,,nữ,,,,
p178-l7_20250404-173602,5tr,,,q8,,không yêu cầu,,,,
p178-l9_20250404-173602,", k",,,tp.hcm,ban công,không yêu cầu,,gần cầu vượt 3 tháng 2  + gần đh bách khoa;gần cầu vượt 3 tháng 2 q,,
p179-l11_20250404-173602,", k",25m2,phòng trọ,quận 5,gác lửng,không yêu cầu,,gần chợ an đông phòng trọ gần đại học sư phạm tphcm cho thuê ký túc xá gần trường đại học sư phạm tphcm giá rẻ phòng trọ có gác lửng quận 5 phòng trọ đường nguyễn trãi,,
p179-l12_20250404-173602,", k",,,,ban công,không yêu cầu,,,,
p179-l17_20250404-173602,", k",,,quận 7,,không yêu cầu,,,,
p18-l10_20250404-160139,,,,quận 10,ban công,không yêu cầu,,gần các trục đường lớn: tân hoà đông;gần vòng xoay an dương vương - bà hom  • thuận tiện di chuyển qua quận bình tân,,
p18-l3_20250404-160139,4k,,,,,không yêu cầu,,,,
p180-l11_20250404-173602,7tr,,,quận11,wifi;máy lạnh;ban công;máy giặt;tủ lạnh,không yêu cầu,,,,
p180-l13_20250404-173602,3k,,,,,không yêu cầu,,,,
p180-l14_20250404-173602,,,,,,không yêu cầu,,,,
p180-l16_20250404-173602,,,,quận 5,máy lạnh;máy giặt,không yêu cầu,,gần sát quận 5 (dễ dàng vào trung tâm)  giờ giấc tự do ra vào vân tay không chung chủ có máy giặt chung   liên hệ zalo em hỗ trợ đi xem ngay  #phongtroquan5 #phongtroquan6 #phongtrogiare #phongtrodep,,
p180-l5_20250404-173602,", k",,,quận 8,,không yêu cầu,,gần cầu nguyễn tri phương,,
p181-l0_20250404-173602,6 k,,,quận 6,chỗ để xe,nữ,,,,
p181-l14_20250404-173602,,,chung cư mini,quận 3,,không yêu cầu,,gần chợ   tiện ích - full nội thất cơ bản - toà nhà thang máy - bảo vệ 24/24 - hầm xe siêu rộng - ra vào ko giới hạn thời gian  hỗ trợ chdv;gần vạn hạnh mall,,
p181-l15_20250404-173602,,1m,,q4,,không yêu cầu,,gần đh tđt,,
p181-l6_20250404-173602,5tr,,chung cư mini,quận 1,,không yêu cầu,,gần siêu thị,1.0,
p182-l10_20250404-173602,,,chung cư mini,quận 6,,không yêu cầu,,,,
p182-l14_20250404-173602,4tr,,,,,không yêu cầu,,,,
p182-l16_20250404-173602,", k",,,q6,ban công,không yêu cầu,,gần cầu lò gốm,,
p182-l17_20250404-173602,,,,q7,máy lạnh;chỗ để xe,không yêu cầu,,gần lotte mart,,
p182-l18_20250404-173602,300k,,,q3,,nam,,gần cầu công lý   địa chỉ: nam kỳ khởi nghĩa - q3  ưu điểm: tặng vocher 300k   ✅ nhà mới,,
p182-l2_20250404-173602,500k,,,,ban công,không yêu cầu,,,,
p183-l10_20250404-173602,", k",,,quận 1,ban công,không yêu cầu,,gần nhiều quán ăn,,
p183-l12_20250404-173602,,35m2,,tô hiến thành,,không yêu cầu,,,1.0,
p183-l7_20250404-173602,", k",,,quận 3,ban công,không yêu cầu,,gần nhiều quán ăn,,
p183-l8_20250404-173602,", k",,chung cư mini,quận 4,ban công,không yêu cầu,,gần nhiều quán ăn,,
p184-l11_20250404-173602,", k",,,quận 1,ban công,không yêu cầu,,gần nhiều quán ăn,,
p184-l12_20250404-173602,", k",,chung cư mini,quận 3,ban công,không yêu cầu,,gần nhiều quán ăn;gần cầu lê văn sỹ - cam kết phòng đẹp như hình 100% - giờ giấc tự do,,
p184-l14_20250404-173602,,,,,máy lạnh,không yêu cầu,,,,
p184-l1_20250404-173602,",k",,chung cư mini,quận 1,máy lạnh;tủ lạnh,nữ,,,1.0,
p184-l6_20250404-173602,", k",,,quận 5,,không yêu cầu,,,,
p185-l19_20250404-173602,", k",,chung cư mini,quận 1,ban công,không yêu cầu,,,,
p185-l3_20250404-173602,", k",,,quận 1,chỗ để xe,không yêu cầu,,,,
p186-l10_20250404-173602,,,,,,không yêu cầu,,,,
p186-l11_20250404-173602,",k",,,nguyễn trãi,,không yêu cầu,,,,
p186-l16_20250404-173602,4k,,phòng trọ,q10,ban công,không yêu cầu,,gần cầu vượt 3/2   địa chỉ: bà hạt - q10 ( gần đh ueh chỉ vài phút đi xe )   ưu điểm:  ✅ cam kết như ảnh  ✅ giá sinh viên từ 4x ✅ đường lớn vị trí đẹp   - khu nhà an ninh,,
p186-l5_20250404-173602,", tr",,phòng trọ,,,không yêu cầu,,gần khu ăn uống,,
p186-l7_20250404-173602,200k,,,,máy lạnh,không yêu cầu,,gần vòng xoay lê đại hành   gần trung tâm nhiều tiện ích ra vào vân tay giờ giấc tự do  an ninh cao 24/7  không chung chủ hỗ trợ qua xem và giữ phòng  ưu đãi giảm 200k khi thuê phòng bất kì qua tin này,,
p187-l19_20250404-173602,125k,,,quận 4,wifi;máy giặt,không yêu cầu,,,,
p187-l1_20250404-173602,,,,,máy giặt,không yêu cầu,,,,
p187-l3_20250404-173602,,,,,,không yêu cầu,,,,
p188-l12_20250404-173602,", k",,,quận 8,ban công,không yêu cầu,,gần nhiều quán ăn,,
p188-l1_20250404-173602,", k",,,quận 3,wifi;máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,,,
p188-l5_20250404-173602,,35m2,phòng trọ,,ban công,không yêu cầu,,,,
p188-l8_20250404-173602,,35m2,,gò vấp,tủ lạnh,không yêu cầu,,,,
p189-l10_20250404-173602,,,chung cư mini,,,không yêu cầu,,gần bộ công an nên cực kỳ an ninh  - đường xá rộng rãi  - nằm giữa cơ sở b và n nên thuận tiện cho các bạn ueh di chuyển  - mức giá chỉ 3t5 cửa sổ nhỏ và 4t cửa sổ lớn ,,
p189-l11_20250404-173602,50k,,phòng trọ,quận 8,wifi;ban công,không yêu cầu,,,,
p189-l2_20250404-173602,", tr",25m2,chung cư mini,quận 7,tủ lạnh,không yêu cầu,,gần ngã 3 lâm văn bền - qua phú mỹ hưng,,
p19-l13_20250404-160139,5tr,,,,,không yêu cầu,,,,
p19-l3_20250404-160139,", k",,,,,không yêu cầu,,gần cầu nguyễn tri phương;gần chợ;gần ueh,,
p190-l4_20250404-173602,5 k,,,q5,,không yêu cầu,,,,
p190-l5_20250404-173602,3tr,,,q6,,không yêu cầu,,,,
p190-l6_20250404-173602,2tr,,,q8,máy lạnh,không yêu cầu,,,,
p191-l14_20250404-173602,", k",25m²,chung cư mini,quận 7,wifi;máy giặt,không yêu cầu,,gần lotte mart q;gần đh tôn đức thắng,,
p191-l15_20250404-173602,", k",,,quận 3,,nữ,,gần ngay chốt dân phố;gần các cửa hàng tiện lợi,,
p191-l19_20250404-173602,4k,,,,wifi;máy giặt,không yêu cầu,,gần chợ,,
p191-l1_20250404-173602,4tr,,,q11,,không yêu cầu,,,,
p191-l4_20250404-173602,3tr,,,q8,,không yêu cầu,,,,
p191-l9_20250404-173602,,,,,,không yêu cầu,,,,
p192-l2_20250404-173602,", tr",,,quận 3,máy giặt,không yêu cầu,,gần đó nghĩa tín building – 448/3 lê văn sỹ;gần sân bay tân sơn nhất,,
p192-l3_20250404-173602,", k",,,quận 7,máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,gần chợ tân mỹ;gần các quận trung tâm,,
p193-l15_20250404-173602,4k,,,q1,ban công,không yêu cầu,,,,
p193-l6_20250404-173602,", k",500m,,quận 7,máy lạnh,không yêu cầu,,gần đường nguyễn thị thập - di chuyển đi phú mỹ hưng,,
p193-l7_20250404-173602,,700m,,quận 7,,không yêu cầu,,gần chợ bùi văn ba;gần khu chế xuất tân thuận,,
p194-l15_20250404-173602,,,,,,không yêu cầu,,,,
p194-l18_20250404-173602,3tr,,phòng trọ,,,không yêu cầu,,,,
p194-l3_20250404-173602,"3,8k",,,quận 1,wifi;máy giặt,không yêu cầu,,,,
p194-l6_20250404-173602,", k",30m2,,q10,ban công,không yêu cầu,,gần đại học ueh / huflit / y dược   địa chỉ: ba tháng hai - q10 ( gần khúc cầu vượt 3/2 )  ưu điểm:  ✅ đường xe hơi,,
p194-l9_20250404-173602,", k",,,q6,máy lạnh,không yêu cầu,,,,
p195-l11_20250404-173602,,,,q6,,không yêu cầu,,,,
p195-l15_20250404-173602,4tr,28m2,,quận 7,máy lạnh,không yêu cầu,,gần ufm;gần chợ  • mới xây,,
p195-l16_20250404-173602,4tr,,phòng trọ,q7,ban công,không yêu cầu,,gần chợ,,
p195-l17_20250404-173602,4tr,,,,,không yêu cầu,,gần chợ,,
p195-l1_20250404-173602,", k",,,quận 11,,không yêu cầu,,gần uỷ ban quận 11  + điện 4k nước 100k/người dịch vụ 150k/phòng,,
p195-l8_20250404-173602,", k",25m2,,quận 10,máy giặt,không yêu cầu,,gần ngã 4 bảy hiền,,
p196-l13_20250404-173602,200k,,,q6,máy lạnh,không yêu cầu,,gần q5  gần trung tâm nhiều tiện ích ra vào vân tay giờ giấc tự do  an ninh cao 24/7  không chung chủ hỗ trợ qua xem và giữ phòng  ưu đãi giảm 300k khi thuê phòng bất kì qua tin này,,
p197-l12_20250404-173602,3k,,,,wifi;máy lạnh,không yêu cầu,,gần chợ;gần trường đh luật ,,
p197-l14_20250404-173602,", k",,,,máy lạnh;chỗ để xe;ban công;máy giặt;tủ lạnh,không yêu cầu,,,,
p197-l4_20250404-173602,", k",,chung cư mini,quận 7,máy lạnh;tủ lạnh,không yêu cầu,,,,
p197-l6_20250404-173602,", k",25m2,chung cư mini,quận 7,máy lạnh;máy giặt,không yêu cầu,,gần chu chế xuất tân thuận,,
p198-l10_20250404-173602,", k",25m2,phòng trọ,quận 7,máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,,,
p198-l11_20250404-173602,", k",,,q11,máy lạnh;tủ lạnh,không yêu cầu,,,,
p198-l12_20250404-173602,", k",25m2,phòng trọ,quận 10,máy lạnh,không yêu cầu,,,,
p198-l15_20250404-173602,",k",,,quận 3,máy lạnh;tủ lạnh,nam,,,,
p198-l16_20250404-173602,,,,quận 3,máy lạnh;máy giặt,không yêu cầu,,,,
p198-l9_20250404-173602,3tr,1  m,,q6,máy lạnh;tủ lạnh,không yêu cầu,,,,
p199-l0_20250404-173602,", k",,,quận 7,máy lạnh;tủ lạnh,không yêu cầu,,gần chợ tân mỹ,,
p199-l8_20250404-173602,3tr,,chung cư mini,quận 6,máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,gần bến xe miền tây  3củ cửa sổ trời 3củ5 view kính siêu rộng  - máy lạnh,,
p199-l9_20250404-173602,3tr,,phòng trọ,quận 7,,không yêu cầu,,,,
p2-l0_20250404-155959,", k",,phòng trọ,q12,,không yêu cầu,,gần mega market q12,,
p2-l10_20250404-155959,800k,,,,,không yêu cầu,,gần sân vận động phú thọ chỉ 800k/giường có bảo vệ,,
p20-l12_20250404-160139,4k,,,,wifi;máy lạnh;máy giặt,nữ,,,,
p20-l13_20250404-160139,", k",,,,,không yêu cầu,,,,
p20-l3_20250404-160139,", k",,chung cư mini,q1,wifi,không yêu cầu,,gần siêu thị,,
p20-l8_20250404-160139,", tr",,,,,không yêu cầu,,,,
p200-l14_20250404-173602,", k",,chung cư mini,q1,wifi,không yêu cầu,,gần siêu thị,,
p200-l3_20250404-173602,", k",,,q3,,không yêu cầu,,gần trung tâm ăn uống,,
p21-l11_20250404-160139,4k,45m2,,quận 1,,không yêu cầu,,gần chợ tân định,1.0,
p21-l3_20250404-160139,,,,quận 3,máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,,,24.0
p21-l6_20250404-160139,", tr",,chung cư mini,quận 1,,không yêu cầu,,gần siêu thị,1.0,
p21-l8_20250404-160139,", k",20m²,,quận 7,máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,gần chợ tân mỹ;gần đường nguyễn thị thập gần chợ tân mỹ địa chỉ: 142 nguyễn thị thập;gần nhiều quán ăn uống;gần lâm văn bền,,
p22-l11_20250404-160139,", k",,,q11,máy lạnh,không yêu cầu,,,,
p22-l16_20250404-160139,", k",,phòng ghép,quận 10,ban công,nữ,,,,
p22-l19_20250404-160139,200k,,,q10,máy lạnh;tủ lạnh,không yêu cầu,,gần đại học văn hiến,,
p22-l2_20250404-160139,", k",,,quận 8,,không yêu cầu,,,,
p23-l3_20250404-160139,,,phòng trọ,quận 6,,không yêu cầu,,gần các trục đường lớn : hậu giang,,
p23-l6_20250404-160139,", k",,,,,không yêu cầu,,,,
p24-l12_20250404-160139,,,,quận 5,,không yêu cầu,,,,
p24-l15_20250404-160139,2tr,,,,,không yêu cầu,,,,
p24-l5_20250404-160139,", k",,,quận 6,máy lạnh;tủ lạnh,không yêu cầu,,gần cầu phạm văn chí,,
p25-l16_20250404-160139,", tr",,phòng trọ,quận 10,máy lạnh,không yêu cầu,,gần các bệnh viện lớn: 115;gần chợ;gần các trường đại học: 	•	đh bách khoa,,
p25-l1_20250404-160139,3tr,,phòng trọ,q6,,không yêu cầu,,,,
p26-l0_20250404-160139,3tr,,,q10,,không yêu cầu,,,,
p26-l12_20250404-160139,500k,,,q3,máy lạnh,nam,,,,
p26-l14_20250404-160139,300k,,chung cư mini,quận 3,,không yêu cầu,,gần chợ nguyễn văn trỗi ,,
p26-l9_20250404-160139,4tr,,chung cư mini,quận 7,máy giặt,không yêu cầu,,gần siêu thị,,
p27-l10_20250404-160139,500k,,chung cư mini,,,không yêu cầu,,gần vòng xoay dân chủ,1.0,
p27-l15_20250404-160139,500k,,,q10,ban công,không yêu cầu,,,,
p27-l16_20250404-160139,3tr,,,quận 12,,không yêu cầu,,,,
p27-l17_20250404-160139,", k",,chung cư mini,quận 10,,không yêu cầu,,,,
p27-l1_20250404-160139,500k,,,q4,ban công,không yêu cầu,,gần cầu nguyễn văn cừ q4 - dương bá trạc q8  gần trung tâm nhiều tiện ích ra vào vân tay giờ giấc tự do  an ninh cao 24/7  không chung chủ hỗ trợ qua xem và giữ phòng  ưu đãi giảm 300k khi thuê phòng bất kì qua tin này,,
p27-l2_20250404-160139,7  k,,,q6,,không yêu cầu,,gần hồng bàng q5  gần trung tâm nhiều tiện ích ra vào vân tay giờ giấc tự do  an ninh cao 24/7  không chung chủ hỗ trợ qua xem và giữ phòng  lh ngay xem phòng,,
p27-l4_20250404-160139,2k,,phòng trọ,quận 6,,không yêu cầu,,,,
p28-l13_20250404-160139,4tr,30m,phòng trọ,quận 5,chỗ để xe;tủ lạnh,không yêu cầu,,gần các đại học (ueh- kinh tế hcm,,
p28-l18_20250404-160139,", k",,chung cư mini,q1,wifi,không yêu cầu,,gần siêu thị,,
p29-l5_20250404-160805,,,,,wifi;máy lạnh,không yêu cầu,,gần đh hoa sen - bách khoa - nhà thi đấu phú thọ - đầm sen  : *** - hòa quản lý (call/zalo),,
p3-l13_20250404-155959,7 tr,,chung cư mini,quận 7,,không yêu cầu,,gần lotte,,
p3-l2_20250404-155959,6tr,35m²,chung cư mini,quận 1,,không yêu cầu,,gần chợ tân định quận 1  bà lê chân - trần quang khải - hai bà trưng quận 1 giáp quận 3  dạng phòng: studio  ️ giá phòng chỉ từ 6tr - 7tr   thiết kế sang trọng;gần siêu thị,1.0,
p3-l3_20250404-155959,,,,,,không yêu cầu,,,,
p30-l10_20250404-160805,,,,quận 10,,không yêu cầu,,,,
p30-l14_20250404-160805,2k,,chung cư mini,quận 10,,không yêu cầu,,gần ngay cư xá đồng tiến,,
p30-l15_20250404-160805,4tr,,,quận 6,máy lạnh;tủ lạnh,không yêu cầu,,,,
p30-l16_20250404-160805,,,,q5,ban công;máy giặt,không yêu cầu,,,,
p30-l19_20250404-160805,1 tr,,,nguyễn trãi,,không yêu cầu,,,,
p30-l4_20250404-160805,", k",,chung cư mini,,,không yêu cầu,,gần lotte,,
p30-l5_20250404-160805,", k",,,quận 7,,không yêu cầu,,gần lê văn lương,,
p30-l6_20250404-160805,,,,q10,,không yêu cầu,,gần vòng xoay lê đại hành giáp q10 q11  ( đường lạc long quân q11)  giờ tự do không chung chủ free xe  vị trí giáp q5 q10 tân bình gần svd phú thọ  còn 1 phòng lầu 1  lh hân xem ngay,,
p31-l1_20250404-160805,4k,,,,,không yêu cầu,,,,
p32-l13_20250404-160805,4k,,,,tủ lạnh,không yêu cầu,,,,
p33-l14_20250404-160805,4tr,,,q5,ban công,không yêu cầu,,,,
p33-l17_20250404-160805,,8m,,,máy giặt,không yêu cầu,,,,
p33-l4_20250404-160805,2k,,,,,không yêu cầu,,,,
p34-l17_20250404-160805,16k,,,quận 10,wifi;máy lạnh;máy giặt,không yêu cầu,,,,
p35-l11_20250404-160805,6tr,,,,,không yêu cầu,,,,
p35-l2_20250404-160805,", k",,,q1,wifi;tủ lạnh,không yêu cầu,,gần quận trung tâm thuận tiện qua lại q1,,
p35-l3_20250404-160805,4k,,,,máy giặt,không yêu cầu,,,,
p35-l5_20250404-160805,4k,,,q10,,không yêu cầu,,,,
p36-l19_20250404-160805,",k",,chung cư mini,quận 1,máy lạnh;tủ lạnh,nữ,,,1.0,
p37-l14_20250404-160805,,,,,,không yêu cầu,,,,
p37-l3_20250404-160805,",k",,chung cư mini,quận 1,máy lạnh;tủ lạnh,nữ,,,1.0,
p37-l8_20250404-160805,,,,,,không yêu cầu,,,,
p37-l9_20250404-160805,,,,,,không yêu cầu,,,,
p38-l16_20250404-160805,7  k,25m,,q8,,không yêu cầu,,gần cầu chũe y q5  gần trung tâm nhiều tiện ích ra vào vân tay giờ giấc tự do  an ninh cao 24/7  không chung chủ hỗ trợ qua xem và giữ phòng 7-10 ngày  ưu đãi giảm 300k khi thuê phòng bất kì qua tin này,,
p38-l17_20250404-160805,24. k,,chung cư mini,quận 4,máy lạnh;tủ lạnh,không yêu cầu,,,,
p38-l19_20250404-160805,3tr,,,quận 5,,không yêu cầu,,,,
p39-l12_20250404-160805,,,,,,không yêu cầu,,,,
p39-l15_20250404-160805,", k",,,,máy lạnh,không yêu cầu,,,,
p39-l8_20250404-160805,4k,,,quận 1,wifi,không yêu cầu,,gần công viên,,
p4-l10_20250404-155959,,1m,,gò vấp,máy lạnh;tủ lạnh,không yêu cầu,,,,
p40-l1_20250404-160805,1 tr,,,quận 6,wifi,không yêu cầu,,,,
p40-l3_20250404-160805,4k,,,quận 10,,không yêu cầu,,gần các trường đại học bách khoa,,
p41-l0_20250404-160805,,,phòng trọ,,,không yêu cầu,,,,
p41-l3_20250404-160805,,,,quận 11,,không yêu cầu,,gần đại học văn hiến và đại học hồng bàng,,
p41-l6_20250404-160805,2tr,,,quận 12,,không yêu cầu,,,,
p42-l1_20250404-160805,", k",,,q12,máy lạnh,không yêu cầu,,,,
p42-l4_20250404-160805,1tr,,phòng khép kín,q4,,không yêu cầu,,,,
p43-l18_20250404-160805,3k,2m,,quận 7,máy giặt,không yêu cầu,,,,
p43-l7_20250404-160805,", k",,,quận 11,wifi;máy giặt,không yêu cầu,,gần chợ,,
p44-l11_20250404-160805,5 tr,30m2,chung cư mini,q10,máy giặt,không yêu cầu,,gần vòng xoay lê đại hành;gần lotte mart,,
p44-l12_20250404-160805,,,,,máy giặt,không yêu cầu,,,1.0,
p44-l15_20250404-160805,,25m2,chung cư mini,q11,máy giặt,không yêu cầu,,gần lotte mart,,
p44-l17_20250404-160805,3.8k,,,q8,,không yêu cầu,,,,
p44-l8_20250404-160805,,,,q6,,không yêu cầu,,gần aeon mall bình tân  - thuận tiện di chuyển: q6,,
p45-l13_20250404-160805,", k",,,,máy giặt,không yêu cầu,,,,
p45-l14_20250404-160805,", k",20m2,,q3,máy lạnh;máy giặt;tủ lạnh,không yêu cầu,,gần cầu lê văn sỹ;gần trường sa,,
p45-l15_20250404-160805,,,,quận 6,wifi;máy lạnh;máy giặt,không yêu cầu,,gần trục võ văn kiệt quận 6 - song hành    • mới 100% đang xây  • nội thất cơ bản: kệ bếp,,
p45-l17_20250404-160805,2k,,,,,không yêu cầu,,,,
p45-l19_20250404-160805,,4.1m,,,ban công,không yêu cầu,,,2.0,1.0
p46-l11_20250404-160805,", k",,,,máy lạnh;tủ lạnh,không yêu cầu,,,,
p46-l9_20250404-160805,", k",,,quận 4,ban công,không yêu cầu,,gần trường đại học luật tp,,
p47-l11_20250404-160805,", k",,chung cư mini,,máy lạnh,không yêu cầu,,,,
p47-l4_20250404-160805,", k",,,,,không yêu cầu,,,,
p47-l7_20250404-160805,", k",,phòng trọ,quận 6,máy lạnh,nữ,,,,
p47-l8_20250404-160805,300k,,,q10,,không yêu cầu,,gần ngay lotte q11,,
p48-l0_20250404-160805,"3,8tr",,,,ban công,không yêu cầu,,,,
p48-l12_20250404-160805,", k",,phòng trọ,,,không yêu cầu,,,,
p48-l17_20250404-160805,", k",25m2,phòng trọ,quận 7,máy lạnh;máy giặt,không yêu cầu,,gần lotte mart,,
p49-l0_20250404-160805,3k,2m,,q7,máy giặt,không yêu cầu,,,,
p49-l12_20250404-160805,", tr",,chung cư mini,quận 10,ban công;máy giặt,không yêu cầu,,gần công viên hoàng văn thụ;gần bệnh viên thống nhất;gần sân bay tsn;gần siêu thị,,
p49-l4_20250404-160805,", k",2m,,quận 12,,không yêu cầu,,gần công viên phần mềm quang trung   vị trí: trưng mỹ tây;gần công viên phần mềm quang trung;gần chợ tô ký,,
p49-l7_20250404-160805,"3,700k",,chung cư mini,quận 5,wifi;gác lửng,không yêu cầu,,gần chợ an đông phòng trọ gần đại học sư phạm tphcm cho thuê ký túc xá gần trường đại học sư phạm tphcm giá rẻ phòng trọ có gác lửng quận 5 phòng trọ đường nguyễn trãi,,
p5-l2_20250404-155959,", k",,phòng trọ,quận 6,,không yêu cầu,,,,
p5-l8_20250404-155959,4tr,,,,ban công,không yêu cầu,,,,
p50-l13_20250404-160805,4k,,,q6,,không yêu cầu,,,,
p50-l19_20250404-160805,2 k,30m2,phòng trọ,,,không yêu cầu,,gần aeon bình tân - vòng xoay phú lâm  giờ giấc tự do không chung chủ phòng rộng raiz thoáng mát - có cửa sổ thuận tiện di chuyển các quận trung tâm,,
p51-l13_20250404-160805,,,,,,không yêu cầu,,,,
p51-l15_20250404-160805,4tr,28 m,,quận 10,,không yêu cầu,,gần @đại học  hutech  sư phạm văn hiến @trung tâm thương mại - mua sắm +mall plaza +chợ phạm văn hai +go! miền đông @giao thông thuận tiện >quận 10 >quận phú nhuận >quận tân binhg ,,
p51-l16_20250404-160805,", k",5 m,,quận 10,máy lạnh;máy giặt,không yêu cầu,,,,
p51-l17_20250404-160805,3tr,,,quận 10,máy lạnh;ban công,không yêu cầu,,gần vòng xoay ngã bảy lý thái tổ ;gần : đại học bách khoa ,2.0,2.0
